Date,Oppo,Samsung,Xiaomi,Unknown,Vivo,Apple,Realme,Infinix,Asus,Itel,Huawei,Tecno,Infinex,Sony,Nokia,Google,BBK,Lenovo,LG,OnePlus,Motorola,ZTE,Meizu,Other,Smartfren,Lava,BlackBerry,Wiko,Coolpad,Sharp,HTC,Mobicel,Xolo,Harga,Caterpillar,Acer,RIM,Fujitsu,Alcatel,Gionee,Opp,Hisense,AIS,InFocus,LeEco,Meisu,HP,Micromax,Spice,Dell,Palm,Unnamed: 1
2020-08,20.68,24.19,20.07,1.89,0.0,7.63,4.55,0.59,2.7,,0.98,,,0.6,0.45,0.07,0.53,0.72,0.21,0.08,0.14,0.03,0.14,0.06,0.2,0.1,0.06,0.06,0.05,0.04,0.02,12.88,0.15,0.03,0.03,0.02,0.02,0.02,0.01,0.01,,,,,,,,,,,,
2020-09,21.4,23.26,19.78,1.54,0.0,7.93,5.32,0.74,2.46,,0.91,,,0.54,0.42,0.07,0.49,0.6,0.19,0.08,0.12,0.03,0.12,0.06,0.16,0.09,0.06,0.05,0.05,0.03,0.02,13.25,0.11,0.03,0.02,0.02,0.01,0.01,0.01,0.01,,,,,,,,,,,,
2020-10,22.12,23.73,20.31,2.2,0.02,8.27,5.68,0.87,2.45,,0.92,,,0.53,0.42,0.07,0.46,0.57,0.18,0.09,0.12,0.03,0.1,0.06,0.16,0.09,0.05,0.05,0.05,0.03,0.02,10.24,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,
2020-11,24.89,26.19,21.77,4.19,0.09,8.71,6.3,1.03,2.49,,1.01,,,0.55,0.44,0.08,0.43,0.62,0.2,0.1,0.12,0.03,0.11,0.07,0.17,0.1,0.05,0.05,0.05,0.03,0.02,0.0,0.0,0.02,0.01,0.01,0.01,0.01,0.01,0.02,,,,,,,,,,,,
2020-12,22.11,23.33,19.95,1.68,12.33,7.5,6.09,0.98,2.22,,0.88,,,0.49,0.41,0.08,0.36,0.53,0.17,0.09,0.11,0.03,0.1,0.09,0.14,0.08,0.05,0.04,0.04,0.03,0.02,0.0,0.0,0.02,0.0,0.01,0.01,0.01,0.01,0.01,,,,,,,,,,,,
2021-01,22.11,23.41,19.61,1.78,12.52,7.37,6.16,1.08,2.15,0.02,0.88,0.01,0.05,0.48,0.38,0.07,0.35,0.53,0.16,0.09,0.11,0.03,0.1,0.13,0.15,0.09,0.05,0.04,0.04,0.03,0.02,,,,,,,,,,,,,,,,,,,,,
2021-02,22.09,23.08,19.72,1.66,12.53,7.75,6.33,1.09,2.08,0.03,0.85,0.01,0.07,0.46,0.38,0.07,0.33,0.5,0.15,0.08,0.1,0.02,0.1,0.12,0.14,0.08,0.05,0.04,0.04,0.03,0.02,,,,,,,,,,,,,,,,,,,,,
2021-03,22.06,22.68,19.76,1.77,12.64,7.93,6.56,1.09,2.02,0.03,0.83,0.01,0.09,0.43,0.35,0.08,0.32,0.46,0.14,0.08,0.09,0.02,0.09,0.1,0.12,0.07,0.04,0.04,0.03,0.03,0.02,,,,,,,,,,,,,,,,,,,,,
2021-04,21.9,22.26,20.06,1.99,12.56,8.13,6.62,1.15,1.95,0.04,0.8,0.01,0.14,0.42,0.33,0.07,0.3,0.43,0.14,0.09,0.09,0.02,0.08,0.1,0.11,0.06,0.04,0.04,0.03,0.02,0.01,,,,,,,,,,,,,,,,,,,,,
2021-05,21.43,22.32,20.25,2.24,12.26,8.37,6.61,1.16,1.94,0.04,0.82,0.01,0.19,0.45,0.32,0.08,0.29,0.41,0.13,0.08,0.1,0.02,0.08,0.1,0.1,0.06,0.04,0.03,0.03,0.03,0.01,,,,,,,,,,,,,,,,,,,,,
2021-06,21.62,22.1,19.9,2.72,12.35,8.17,6.74,1.17,1.86,0.04,0.82,0.02,0.21,0.42,0.33,0.09,0.28,0.37,0.13,0.09,0.09,0.03,0.08,0.09,0.09,0.05,0.04,0.03,0.03,0.02,0.01,,,,,,,,,,,,,,,,,,,,,
2021-07,21.28,21.94,19.83,2.71,12.27,8.89,6.82,1.21,1.78,0.04,0.82,0.02,0.24,0.4,0.33,0.09,0.25,0.34,0.13,0.09,0.08,0.02,0.07,0.08,0.08,0.05,0.04,0.03,0.02,0.03,0.01,,,,,,,,,,,,,,,,,,,,,
2021-08,21.26,21.56,19.91,1.77,13.34,8.79,7.11,1.66,1.61,0.06,0.71,0.03,0.23,0.37,0.3,0.09,0.24,0.32,0.12,0.07,0.08,0.02,0.06,0.07,0.07,0.05,0.03,0.03,0.02,0.02,0.01,,,,,,,,,,,,,,,,,,,,,
2021-09,21.51,21.05,19.83,1.72,13.54,9.14,7.19,1.72,1.52,0.06,0.67,0.03,0.24,0.34,0.26,0.07,0.22,0.29,0.11,0.07,0.08,0.02,0.06,0.06,0.06,0.04,0.03,0.02,0.02,0.02,0.01,,,,,,,,,,,,,,,,,,,,,
2021-10,21.83,20.93,19.86,1.7,13.47,9.05,7.25,1.78,1.46,0.06,0.65,0.03,0.23,0.33,0.24,0.07,0.2,0.28,0.1,0.07,0.08,0.02,0.06,0.06,0.06,0.04,0.03,0.02,0.02,0.02,0.01,,,,,,,,,,,,,,,,,,,,,
2021-11,21.48,20.69,19.99,1.72,13.62,9.09,7.47,1.94,1.4,0.07,0.63,0.03,0.24,0.33,0.24,0.07,0.19,0.27,0.09,0.06,0.07,0.02,0.05,0.06,0.06,0.04,0.03,0.02,0.02,0.01,0.01,,,,,,,,,,,,,,,,,,,,,
2021-12,21.86,20.87,20.27,1.79,13.2,8.64,7.33,2.04,1.37,0.07,0.65,0.04,0.24,0.36,0.24,0.08,0.19,0.24,0.09,0.06,0.06,0.02,0.05,0.06,0.06,0.03,0.03,0.02,0.01,0.01,0.01,,,,,,,,,,,,,,,,,,,,,
2022-01,20.81,20.39,19.93,1.54,15.4,8.46,7.48,2.19,1.29,0.08,0.6,0.05,0.24,0.34,0.24,0.07,0.17,0.23,0.08,0.06,0.06,0.02,0.05,0.09,0.06,0.03,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-02,20.84,21.16,20.19,1.4,14.21,8.51,7.63,2.3,1.28,0.08,0.59,0.05,0.22,0.35,0.23,0.08,0.17,0.23,0.08,0.06,0.05,0.02,0.05,0.08,0.05,0.03,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-03,21.27,21.07,19.63,1.52,14.53,8.65,7.5,2.29,1.18,0.09,0.58,0.05,0.21,0.32,0.22,0.08,0.17,0.22,0.07,0.06,0.05,0.01,0.05,0.08,0.04,0.03,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-04,21.23,20.99,19.56,1.5,14.29,9.23,7.41,2.31,1.12,0.09,0.57,0.06,0.21,0.35,0.21,0.08,0.17,0.2,0.08,0.06,0.04,0.01,0.04,0.07,0.04,0.03,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-05,21.32,21.6,19.01,1.49,14.78,8.31,7.57,2.45,1.1,0.1,0.56,0.06,0.21,0.32,0.22,0.08,0.17,0.22,0.07,0.05,0.05,0.01,0.05,0.07,0.04,0.03,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-06,21.15,21.55,18.74,1.39,14.81,9.06,7.58,2.41,1.03,0.1,0.53,0.06,0.2,0.31,0.21,0.09,0.16,0.21,0.07,0.05,0.04,0.01,0.06,0.07,0.04,0.03,0.03,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-07,20.6,21.09,19.1,1.52,14.48,9.92,7.64,2.41,1.01,0.09,0.54,0.06,0.2,0.31,0.22,0.11,0.15,0.18,0.07,0.05,0.04,0.01,0.04,0.06,0.03,0.02,0.03,0.01,,,,,,,,,,,,,,,,,,,,,,,,
2022-08,20.43,20.85,19.21,1.53,14.28,10.46,7.62,2.48,0.98,0.09,0.54,0.07,0.19,0.31,0.2,0.11,0.14,0.18,0.06,0.05,0.04,0.01,0.03,0.06,0.03,0.03,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,
2022-09,20.98,20.59,18.83,1.32,14.8,10.1,7.79,2.7,0.9,0.1,0.5,0.07,0.19,0.27,0.18,0.09,0.13,0.16,0.06,0.04,0.03,0.01,0.03,0.05,0.02,0.02,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,
2022-10,21.2,20.63,18.39,1.19,14.84,10.12,7.91,2.95,0.85,0.12,0.48,0.07,0.19,0.26,0.17,0.09,0.12,0.14,0.05,0.04,0.03,0.01,0.03,0.05,0.02,0.02,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-11,21.28,20.43,18.47,1.21,14.88,10.09,7.94,3.07,0.81,0.11,0.44,0.07,0.18,0.25,0.17,0.09,0.11,0.14,0.05,0.04,0.03,0.01,0.03,0.04,0.02,0.01,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2022-12,20.79,20.48,18.82,1.37,14.33,10.61,7.89,3.12,0.77,0.11,0.45,0.06,0.19,0.26,0.16,0.1,0.1,0.12,0.06,0.05,0.03,0.01,0.03,0.04,0.02,0.01,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,
2023-01,20.95,20.64,18.22,1.74,14.36,10.92,7.74,3.03,0.7,0.1,0.44,0.06,0.18,0.24,0.17,0.09,0.08,0.1,0.05,0.04,0.02,,0.02,0.07,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-02,21.11,20.74,17.58,1.63,14.51,11.41,7.76,2.94,0.66,0.11,0.43,0.07,0.17,0.21,0.16,0.1,0.09,0.1,0.05,0.04,0.02,,0.02,0.06,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03,20.82,20.37,17.57,1.61,14.53,12.08,7.87,2.92,0.67,0.1,0.4,0.07,0.17,0.2,0.15,0.09,0.08,0.08,0.05,0.04,0.02,,0.02,0.06,0.02,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04,20.45,20.13,17.41,1.76,14.07,13.06,7.68,2.94,0.91,0.1,0.41,0.07,0.16,0.21,0.16,0.1,0.09,0.08,0.04,0.04,0.02,,0.02,0.05,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05,20.36,18.42,16.33,5.27,14.39,12.11,8.03,3.06,0.57,0.12,0.37,0.08,0.16,0.16,0.14,0.09,0.09,0.08,0.04,0.03,0.02,,0.01,0.05,0.02,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06,19.83,17.56,15.55,10.76,14.37,9.6,7.33,3.08,0.48,0.14,0.35,0.09,0.14,0.15,0.14,0.08,0.08,0.08,0.05,0.03,0.02,,0.02,0.05,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07,19.19,18.02,15.38,11.25,13.85,10.23,7.17,2.99,0.47,0.15,0.34,0.09,0.13,0.15,0.14,0.09,0.08,0.07,0.05,0.03,0.02,,0.02,0.06,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08,18.35,18.2,15.43,11.65,13.24,11.09,7.25,2.91,0.45,0.14,0.37,0.09,0.13,0.15,0.13,0.09,0.08,0.08,0.05,0.03,0.02,,0.02,0.04,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08,18.35,18.2,15.43,11.65,13.24,11.09,7.25,2.91,0.45,0.14,0.37,0.09,0.13,0.15,0.13,0.09,0.08,0.08,0.05,0.03,0.02,0.01,0.02,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09,17.17,16.98,15.06,14.56,12.72,11.81,7.12,2.85,0.43,0.11,0.33,0.1,0.13,0.14,0.12,0.09,0.07,0.06,0.05,0.03,0.02,,0.01,0.04,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-09,17.17,16.98,15.06,14.56,12.72,11.81,7.12,2.85,0.43,0.11,0.33,0.1,0.13,0.14,0.12,0.09,0.07,0.06,0.05,0.03,0.02,0.01,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10,17.06,16.54,14.81,14.79,12.95,11.78,7.06,3.16,0.42,0.17,0.32,0.14,0.14,0.13,0.1,0.14,0.06,0.06,0.04,0.03,0.02,,0.01,0.04,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-10,17.06,16.54,14.81,14.79,12.95,11.78,7.06,3.16,0.42,0.17,0.32,0.14,0.14,0.13,0.1,0.14,0.06,0.06,0.04,0.03,0.02,0.01,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11,17.12,16.51,14.85,13.89,13.43,11.65,7.12,3.55,0.39,0.25,0.32,0.2,0.13,0.12,0.1,0.1,0.06,0.05,0.04,0.02,0.02,,0.01,0.04,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-11,17.12,16.51,14.85,13.89,13.43,11.65,7.12,3.55,0.39,0.25,0.32,0.2,0.13,0.12,0.1,0.1,0.06,0.05,0.04,0.02,0.02,0.01,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12,17.15,16.54,15.09,13.2,13.49,11.64,7.22,3.79,0.39,0.28,0.29,0.2,0.13,0.12,0.1,0.09,0.06,0.05,0.04,0.03,0.02,,0.01,0.04,0.01,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-12,17.15,16.54,15.09,13.2,13.49,11.64,7.22,3.79,0.39,0.28,0.29,0.2,0.13,0.12,0.1,0.09,0.06,0.05,0.04,0.03,0.02,0.01,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01,17.99,17.44,15.25,11.86,13.07,11.57,7.08,3.79,0.4,0.32,0.3,0.21,0.13,0.12,0.11,0.09,0.07,0.05,0.04,0.03,0.02,0.01,0.01,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02,18.0,16.99,15.39,12.21,13.26,10.88,7.36,3.98,0.4,0.32,0.28,0.22,0.12,0.12,0.11,0.09,0.07,0.07,0.03,0.03,0.02,0.01,0.02,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03,17.41,16.36,14.57,14.26,12.77,11.58,7.24,3.94,0.36,0.32,0.26,0.24,0.13,0.11,0.1,0.09,0.05,0.05,0.03,0.02,0.01,0.01,0.01,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04,17.48,17.0,15.15,12.58,13.04,11.4,7.13,4.22,0.35,0.4,0.28,0.27,0.14,0.11,0.11,0.1,0.04,0.04,0.04,0.03,0.01,0.02,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05,17.15,16.76,14.16,14.18,12.88,12.45,6.55,4.0,0.31,0.4,0.27,0.26,0.11,0.1,0.11,0.11,0.04,0.03,0.04,0.02,0.01,0.02,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06,17.59,17.19,14.17,13.76,12.94,11.99,6.5,3.94,0.32,0.42,0.26,0.25,0.11,0.09,0.12,0.12,0.03,0.03,0.04,0.02,0.01,0.03,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07,18.13,17.51,14.31,11.66,13.2,12.04,6.63,4.42,0.33,0.48,0.26,0.3,0.11,0.1,0.12,0.14,0.04,0.03,0.05,0.03,0.02,0.04,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08,18.24,17.52,14.4,11.32,13.45,11.71,6.81,4.51,0.31,0.52,0.26,0.31,0.08,0.09,0.11,0.12,0.04,0.02,0.04,0.02,0.02,0.05,0.01,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,
